State,Data Item,Value,CV (%)
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",6,29.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",35,(H)
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",23,32
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",12,32
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",30,90.5
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",28,24.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",38,30.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",88,24.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",61,30.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",27,17.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",30,17.1
NEW HAMPSHIRE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",19,75.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",11,16
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",666,14.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",659,75.9
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",7,30.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",38,30.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",31,29.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",7,30
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",68,16
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",68,19.5
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",110,58.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",77,13.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",33,15.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",125,58.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",87,13.1
NEW HAMPSHIRE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",38,11.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",49,(H)
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",37,11.9
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",12,11.1
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",97,(H)
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",66,19.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",31,19.8
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",16,66.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",16,9
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",11,9.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,38.9
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",29,8.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",24,9.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",5,27.1
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",22,9.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",23,9.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",14,9.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",9,9.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",6,2.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",3,2.5
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",6,10.1
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",6,4.8
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",8,5.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",24,9.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",13,31.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",11,31.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",17,0
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",12,26.5
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",31,11.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",13,11.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",11,77.8
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",2,4.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,4.5
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",11,33.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,8.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",49,8.4
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",34,8.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",15,49.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",35,22.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",33,31.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",42,58.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",24,8.6
NEW HAMPSHIRE,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",22,49.3
NEW HAMPSHIRE,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",2,22.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",112,31.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",79,58.7
NEW HAMPSHIRE,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",33,12.2
NEW HAMPSHIRE,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",72,0
NEW HAMPSHIRE,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",57,0
NEW HAMPSHIRE,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",15,3.2
NEW JERSEY,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,2.9
NEW JERSEY,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,33.6
NEW JERSEY,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,32.9
NEW JERSEY,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,28.9
NEW JERSEY,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",5,15.1
NEW JERSEY,"AG LAND, ORGANIC - ACRES",2661,15.1
NEW JERSEY,"AG LAND, ORGANIC - ACRES",2339,7.4
NEW JERSEY,"AG LAND, ORGANIC - ACRES",322,7.4
NEW JERSEY,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",87,74.9
NEW JERSEY,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",60,50.3
NEW JERSEY,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",27,38.1
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,0
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,0
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,25
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,24.4
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,(H)
NEW JERSEY,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,29.4
NEW JERSEY,"AG LAND, ORGANIC, OWNED - ACRES",1541,29.4
NEW JERSEY,"AG LAND, ORGANIC, OWNED - ACRES",0,68.4
NEW JERSEY,"AG LAND, ORGANIC, OWNED - ACRES",0,28
NEW JERSEY,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",72,28
NEW JERSEY,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",46,30.8
NEW JERSEY,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",26,5.7
NEW JERSEY,"AG LAND, ORGANIC, OWNED, TRANSITIONING - ACRES",31,4.4
NEW JERSEY,"AG LAND, ORGANIC, OWNED, TRANSITIONING - NUMBER OF OPERATIONS",4,8.8
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",0,5.7
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",0,11.8
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",0,9.7
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",27,5.8
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",26,6.2
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",1,23.4
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS, TRANSITIONING - ACRES",38,11.5
NEW JERSEY,"AG LAND, ORGANIC, RENTED FROM OTHERS, TRANSITIONING - NUMBER OF OPERATIONS",4,47.9
NEW JERSEY,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",0,22.2
NEW JERSEY,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",0,15.7
NEW JERSEY,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",2,9.7
NEW JERSEY,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",2,25.4
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - ACRES",69,20.2
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,48.7
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,29
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - ACRES",309,21
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",8,12.6
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",7,
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",1,
NEW JERSEY,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",5,
NEW JERSEY,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",17,
NEW JERSEY,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",17,
NEW JERSEY,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",0,
NEW JERSEY,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",4,
NEW JERSEY,"AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES",0,
NEW JERSEY,"AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES",0,
NEW JERSEY,"AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",1,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",87,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",60,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",27,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",48,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",17,
NEW JERSEY,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",35,
NEW JERSEY,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",1,
NEW JERSEY,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",1,
NEW JERSEY,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",1,
NEW JERSEY,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",3,1.4
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",2,8.3
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",1,31.7
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,4.7
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,5
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,14.6
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",45,5.5
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",35,12.7
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",10,16.1
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",55,11.6
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",61,9.3
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",40,13.7
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",28,9.3
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",17,5.6
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",11,20
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",34,5.9
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",30,11
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",44,13.6
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",5,7.8
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",3,19.7
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",2,10.4
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",6,11.2
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,24.8
NEW JERSEY,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",8,7.8
NEW JERSEY,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",69,9.5
NEW JERSEY,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",50,17.1
NEW JERSEY,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",19,7.9
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",52,8.8
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",43,17.3
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",9,7.9
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",19,9.5
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",13,12.3
NEW JERSEY,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",6,11.9
NEW JERSEY,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",30,14.5
NEW JERSEY,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",24,20.2
NEW JERSEY,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",6,9.8
NEW JERSEY,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",56,12.3
NEW JERSEY,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",46,13.9
NEW JERSEY,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",10,16.6
NEW JERSEY,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",45,18
NEW JERSEY,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",28,38.5
NEW JERSEY,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",17,15.3
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",24,18.5
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",14,25.3
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",10,5.6
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",28,5.3
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",24,21
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",37,7.6
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",15,8.3
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",9,12.4
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",6,29.2
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",17,32.3
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",15,13.4
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",22,14.4
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",47,10.6
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",36,26.4
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",11,25.1
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",55,24.6
